"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__Group__c","nFORCE__Is_Hidden__c","nFORCE__Order__c","nFORCE__Parent_Route__c","nFORCE__Route__c","nFORCE__lookupKey__c","nPortal__Is_Portal_Enabled__c","nFORCE__Orchestration_Step__c","nPortal__OA_Auto_Decision_Required__c","nPortal__OA_Business_Credit_Pull_Required__c","nFORCE__Has_Visibility_Criteria__c","nFORCE__Is_Default_Context_Child__c","nFORCE__Is_Forward_Navigation_Disabled__c","nFORCE__Question_Group__c","nFORCE__Visibility_Criteria__c","Route_App_Name__c","Route_Screen__c","nFORCE__Conditional_Display_Criteria__c","nPortal__OA_Credit_Pull_Required__c","nFORCE__Primary_Button_Text__c"
"a2D5f000000p14xEAA","0055f000004XdsRAAS","","0615","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDhEAK","false","2.0","a2E5f000000y1lUEAQ","a2E5f000000y1lXEAQ","a2D5f000000p14xEAA","false","","false","false","false","false","true","","","","","","false",""
"a2D5f000000p14yEAA","0055f000004XdsRAAS","","0616","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDhEAK","false","3.0","a2E5f000000y1lUEAQ","a2E5f000000y1lYEAQ","a2D5f000000p14yEAA","false","","false","false","false","false","true","a2B5f000000TqCuEAK","","","","","false",""
"a2D5f000000p14zEAA","0055f000004XdsRAAS","","0617","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDhEAK","false","4.0","a2E5f000000y1lUEAQ","a2E5f000000y1lZEAQ","a2D5f000000p14zEAA","false","","false","false","false","false","true","","","","","","false",""
"a2D5f000000p150EAA","0055f000004XdsRAAS","","0618","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDhEAK","false","1.0","","a2E5f000000y1laEAA","a2D5f000000p150EAA","false","","false","false","false","false","true","","","","","","false",""
"a2D5f000000p151EAA","0055f000004XdsRAAS","","0619","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDhEAK","true","0.0","a2E5f000000y1laEAA","a2E5f000000y1laEAA","a2D5f000000p151EAA","false","","false","false","false","false","true","","","","","","false",""
"a2D5f000000p152EAA","0055f000004XdsRAAS","","0620","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDhEAK","true","1.0","a2E5f000000y1laEAA","a2E5f000000y1lbEAA","a2D5f000000p152EAA","false","","false","false","false","false","true","","","","","","false",""
"a2D5f000000p153EAA","0055f000004XdsRAAS","","0621","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDhEAK","true","2.0","a2E5f000000y1laEAA","a2E5f000000y1lcEAA","a2D5f000000p153EAA","false","","false","false","false","false","true","","","","","","false",""
"a2D5f000000p154EAA","0055f000004XdsRAAS","","0622","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDhEAK","false","3.0","a2E5f000000y1laEAA","a2E5f000000y1ldEAA","a2D5f000000p154EAA","false","","false","false","false","false","true","","","","","","false",""
"a2D5f000000p155EAA","0055f000004XdsRAAS","","0623","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDhEAK","false","4.0","a2E5f000000y1laEAA","a2E5f000000y1leEAA","a2D5f000000p155EAA","false","","false","false","false","false","true","a2B5f000000TqDrEAK","","","","","false",""
"a2D5f000000p156EAA","0055f000004XdsRAAS","","0624","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDhEAK","false","5.0","a2E5f000000y1laEAA","a2E5f000000y1lfEAA","a2D5f000000p156EAA","false","","false","false","false","false","true","","","","","","false",""
"a2D5f000000p157EAA","0055f000004XdsRAAS","","0625","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDhEAK","false","2.0","","a2E5f000000y1lgEAA","a2D5f000000p157EAA","false","","false","false","false","false","true","","","","","","false",""
"a2D5f000000p158EAA","0055f000004XdsRAAS","","0626","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDhEAK","false","1000.0","","a2E5f000000y1lhEAA","a2D5f000000p158EAA","false","","false","false","false","false","true","","","","","","false",""
"a2D5f000000p159EAA","0055f000004XdsRAAS","","0660","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDlEAK","false","110.0","a2E5f000000y1mBEAQ","a2E5f000000y1mCEAQ","a2D5f000000p159EAA","false","","false","false","false","true","true","","","","","","false",""
"a2D5f000000p15AEAQ","0055f000004XdsRAAS","","0661","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDlEAK","false","125.0","a2E5f000000y1mBEAQ","a2E5f000000y1mDEAQ","a2D5f000000p15AEAQ","false","","false","false","false","false","true","a2B5f000000TqDrEAK","","","","{{IF=""A AND B AND C""}}{{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Product_Type__c"" NOT=""Tax Favored Account Plan""}}{{COND=""B"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Product_Type__c"" NOT=""IRA""}}{{COND=""C"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Product_Type__c"" NOT=""CD""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p15BEAQ","0055f000004XdsRAAS","","0662","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDlEAK","false","225.0","a2E5f000000y1mFEAQ","a2E5f000000y1mEEAQ","a2D5f000000p15BEAQ","false","","false","false","false","false","true","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Ownership_Structure_Type__r.Name"" IS=""Individual with Payable on Death""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p15CEAQ","0055f000004XdsRAAS","","0664","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDlEAK","false","210.0","a2E5f000000y1mFEAQ","a2E5f000000y1mGEAQ","a2D5f000000p15CEAQ","false","","false","false","false","true","true","","","","","","false",""
"a2D5f000000p15DEAQ","0055f000004XdsRAAS","","0665","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDlEAK","false","220.0","a2E5f000000y1mFEAQ","a2E5f000000y1mHEAQ","a2D5f000000p15DEAQ","false","","false","false","false","false","true","","","","","","false",""
"a2D5f000000p15EEAQ","0055f000004XdsRAAS","","0672","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDeEAK","false","4.0","","a2E5f000000y1mLEAQ","a2D5f000000p15EEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15FEAQ","0055f000004XdsRAAS","","0673","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDeEAK","false","0.0","a2E5f000000y1mLEAQ","a2E5f000000y1mMEAQ","a2D5f000000p15FEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15GEAQ","0055f000004XdsRAAS","","0674","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDeEAK","false","1.0","a2E5f000000y1mLEAQ","a2E5f000000y1mNEAQ","a2D5f000000p15GEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15HEAQ","0055f000004XdsRAAS","","0675","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDeEAK","false","2.0","a2E5f000000y1mLEAQ","a2E5f000000y1mOEAQ","a2D5f000000p15HEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15IEAQ","0055f000004XdsRAAS","","16901","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDYEA0","false","1.000011E7","","a2E5f000000y1mrEAA","a2D5f000000p15IEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15JEAQ","0055f000004XdsRAAS","","16909","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDYEA0","false","9000.0","","a2E5f000000y1mjEAA","a2D5f000000p15JEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15KEAQ","0055f000004XdsRAAS","","16914","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDYEA0","true","5000.0","","a2E5f000000y1mbEAA","a2D5f000000p15KEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15LEAQ","0055f000004XdsRAAS","","0000","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDOEA0","false","1.0","","a2E5f000000y1mkEAA","a2D5f000000p15LEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15MEAQ","0055f000004XdsRAAS","","0001","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDOEA0","false","0.0","a2E5f000000y1mkEAA","a2E5f000000y1mkEAA","a2D5f000000p15MEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15NEAQ","0055f000004XdsRAAS","","0003","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDOEA0","false","2.0","a2E5f000000y1mkEAA","a2E5f000000y1mlEAA","a2D5f000000p15NEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15OEAQ","0055f000004XdsRAAS","","0004","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDOEA0","false","2.0","","a2E5f000000y1mmEAA","a2D5f000000p15OEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15PEAQ","0055f000004XdsRAAS","","0005","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDOEA0","false","0.0","a2E5f000000y1mmEAA","a2E5f000000y1mmEAA","a2D5f000000p15PEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15QEAQ","0055f000004XdsRAAS","","0015","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDPEA0","false","5.0","","a2E5f000000y1moEAA","a2D5f000000p15QEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15REAQ","0055f000004XdsRAAS","","0016","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDPEA0","false","0.0","a2E5f000000y1moEAA","a2E5f000000y1moEAA","a2D5f000000p15REAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15SEAQ","0055f000004XdsRAAS","","0021","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDPEA0","false","8.0","","a2E5f000000y1mpEAA","a2D5f000000p15SEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15TEAQ","0055f000004XdsRAAS","","0022","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDPEA0","false","0.0","a2E5f000000y1mpEAA","a2E5f000000y1mpEAA","a2D5f000000p15TEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15UEAQ","0055f000004XdsRAAS","","0031","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDPEA0","false","3.0","","a2E5f000000y1mrEAA","a2D5f000000p15UEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15VEAQ","0055f000004XdsRAAS","","0035","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDQEA0","false","0.0","","a2E5f000000y1msEAA","a2D5f000000p15VEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15WEAQ","0055f000004XdsRAAS","","0037","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDQEA0","false","2.0","a2E5f000000y1msEAA","a2E5f000000y1mtEAA","a2D5f000000p15WEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15XEAQ","0055f000004XdsRAAS","","0041","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","8300120.0","a2E5f000000y1nxEAA","a2E5f000000y1o6EAA","a2D5f000000p15XEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15YEAQ","0055f000004XdsRAAS","","0042","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","8300130.0","a2E5f000000y1nxEAA","a2E5f000000y1o6EAA","a2D5f000000p15YEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15ZEAQ","0055f000004XdsRAAS","","0043","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","8300140.0","a2E5f000000y1nxEAA","a2E5f000000y1o6EAA","a2D5f000000p15ZEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15aEAA","0055f000004XdsRAAS","","0044","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDYEA0","true","2520.0","a2E5f000000y1orEAA","a2E5f000000y1oPEAQ","a2D5f000000p15aEAA","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p15bEAA","0055f000004XdsRAAS","","0045","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDWEA0","false","9500020.0","a2E5f000000y1orEAA","a2E5f000000y1oPEAQ","a2D5f000000p15bEAA","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p15cEAA","0055f000004XdsRAAS","","0047","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","9500020.0","a2E5f000000y1orEAA","a2E5f000000y1oPEAQ","a2D5f000000p15cEAA","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p15dEAA","0055f000004XdsRAAS","","0048","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDXEA0","false","9500020.0","a2E5f000000y1orEAA","a2E5f000000y1oPEAQ","a2D5f000000p15dEAA","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p15eEAA","0055f000004XdsRAAS","","0050","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDWEA0","false","11010.0","a2E5f000000y1n2EAA","a2E5f000000y1n2EAA","a2D5f000000p15eEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15fEAA","0055f000004XdsRAAS","","0052","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","11010.0","a2E5f000000y1n2EAA","a2E5f000000y1n2EAA","a2D5f000000p15fEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15gEAA","0055f000004XdsRAAS","","0053","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDXEA0","false","11010.0","a2E5f000000y1n2EAA","a2E5f000000y1n2EAA","a2D5f000000p15gEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15hEAA","0055f000004XdsRAAS","","0054","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDWEA0","false","11000.0","","a2E5f000000y1n2EAA","a2D5f000000p15hEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15iEAA","0055f000004XdsRAAS","","0056","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","11000.0","","a2E5f000000y1n2EAA","a2D5f000000p15iEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15jEAA","0055f000004XdsRAAS","","0057","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDXEA0","false","11000.0","","a2E5f000000y1n2EAA","a2D5f000000p15jEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15kEAA","0055f000004XdsRAAS","","0062","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDYEA0","false","1050.0","a2E5f000000y1oiEAA","a2E5f000000y1oWEAQ","a2D5f000000p15kEAA","false","","false","false","false","false","false","","","","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Complete""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p15lEAA","0055f000004XdsRAAS","","0063","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDWEA0","false","1050.0","a2E5f000000y1oiEAA","a2E5f000000y1oWEAQ","a2D5f000000p15lEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15mEAA","0055f000004XdsRAAS","","0065","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","1050.0","a2E5f000000y1oiEAA","a2E5f000000y1oWEAQ","a2D5f000000p15mEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15nEAA","0055f000004XdsRAAS","","0066","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDXEA0","false","1050.0","a2E5f000000y1oiEAA","a2E5f000000y1oWEAQ","a2D5f000000p15nEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15oEAA","0055f000004XdsRAAS","","0067","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDWEA0","false","9500070.0","","a2E5f000000y1mvEAA","a2D5f000000p15oEAA","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""E""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Post Closing Review""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""F""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p15pEAA","0055f000004XdsRAAS","","0069","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","9500070.0","","a2E5f000000y1mvEAA","a2D5f000000p15pEAA","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""E""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Post Closing Review""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""F""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
